*DESCRIPTION
*MEANS REPORT
************DESCRIPTION************
"File generated on","2022-03-25"
"",""
"NAPS Means Datafile",""
"",""
"Units:",""
"SO2 NO2 O3 NO and NOx are ppb",""
"CO is ppm",""
"PM10 and PM2.5 are in ug/m3",""
"",""
"Reporting criteria:",""
"Monthly averages are reported if at least 50% of the hours during the month have valid measurements",""
"Annual average and standard deviation are reported if 50% of hours in year are valid and each quarter has at least 2 valid months",""
************MEANS REPORT************
"NAPS ID","City","Location","Latitude","Longitude","Elevation","LandUse","Pollutant","January","February","March","April","May","June","July","August","September","October","November","December","Average","StdDeviation","%Complete","","","","","","","","","","","",""
"090250","Airdrie","Chinook Winds Park","51.268078","-114.037794","1090","PE,MU,P4,P","NOX","9","17","9","7","5","8","13","5","6","5","10","15","9","16","95","","","","","","","","","","","",""
"090250","Airdrie","Chinook Winds Park","51.268078","-114.037794","1090","PE,MU,P4,P","O3","25","26","35","37","34","32","26","23","24","26","25","24","28","12","93","","","","","","","","","","","",""
"090250","Airdrie","Chinook Winds Park","51.268078","-114.037794","1090","PE,MU,P4,P","PM2.5","4","9","7","5","10","5","6","6","5","4","4","4","6","11","99","","","","","","","","","","","",""
"090302","Red Deer","73 Street & Riverside Drive","52.29867","-113.79352","858","PE,MU,P3,R","CO","0.27","0.23","0.27","0.18","0.2","0.16","0.14","0.16","0.15","0.16","0.22","0.34","0.21","0.13","95","","","","","","","","","","","",""
"090302","Red Deer","73 Street & Riverside Drive","52.29867","-113.79352","858","PE,MU,P3,R","NO","10","6","4","1","1","1","1","1","1","2","6","13","4","9","95","","","","","","","","","","","",""
"090302","Red Deer","73 Street & Riverside Drive","52.29867","-113.79352","858","PE,MU,P3,R","NO2","17","15","15","6","5","5","4","4","4","9","14","21","10","10","95","","","","","","","","","","","",""
"090302","Red Deer","73 Street & Riverside Drive","52.29867","-113.79352","858","PE,MU,P3,R","NOX","26","22","19","7","6","6","5","5","6","11","20","34","14","17","95","","","","","","","","","","","",""
"090302","Red Deer","73 Street & Riverside Drive","52.29867","-113.79352","858","PE,MU,P3,R","O3","17","21","27","34","36","29","24","23","21","22","15","11","23","14","95","","","","","","","","","","","",""
"090302","Red Deer","73 Street & Riverside Drive","52.29867","-113.79352","858","PE,MU,P3,R","PM2.5","7","9","9","4","17","6","3","3","3","4","5","8","7","19","99","","","","","","","","","","","",""
"090302","Red Deer","73 Street & Riverside Drive","52.29867","-113.79352","858","PE,MU,P3,R","SO2","0.1","0.8","0.2","0","0.1","0","0","0.2","0.1","0.1","0.2","0.3","0.2","0.5","95","","","","","","","","","","","",""
"090304","Red Deer","11 Lancaster Drive","52.24095","-113.765439","907","T,MU,P4,R","CO","0.23","0.21","0.24","0.19","0.23","0.22","0.21","0.22","0.2","0.17","0.2","0.24","0.21","0.1","95","","","","","","","","","","","",""
"090304","Red Deer","11 Lancaster Drive","52.24095","-113.765439","907","T,MU,P4,R","NO","5","5","4","1","1","1","1","1","1","2","4","6","3","5","94","","","","","","","","","","","",""
"090304","Red Deer","11 Lancaster Drive","52.24095","-113.765439","907","T,MU,P4,R","NO2","15","14","14","6","5","5","4","3","4","7","12","16","9","8","94","","","","","","","","","","","",""
"090304","Red Deer","11 Lancaster Drive","52.24095","-113.765439","907","T,MU,P4,R","NOX","20","19","18","8","6","6","5","4","6","10","16","22","12","12","94","","","","","","","","","","","",""
"090304","Red Deer","11 Lancaster Drive","52.24095","-113.765439","907","T,MU,P4,R","O3","21","25","30","33","33","29","25","23","22","22","17","16","25","12","94","","","","","","","","","","","",""
"090304","Red Deer","11 Lancaster Drive","52.24095","-113.765439","907","T,MU,P4,R","PM2.5","7","9","9","4","16","6","5","5","4","5","5","7","7","14","100","","","","","","","","","","","",""
"090304","Red Deer","11 Lancaster Drive","52.24095","-113.765439","907","T,MU,P4,R","SO2","0.7","1.3","0.6","0.1","0.2","0.3","0","0.3","0.2","0.4","0.4","0.5","0.4","0.6","93","","","","","","","","","","","",""
"090402","Medicine Hat","12th St Nw & Division Ave.","50.04893","-110.68116","709","PE,MU,P3,R","CO","0.15","0.18","0.2","0.14","0.13","0.13","0.11","0.12","0.11","0.12","0.13","0.15","0.14","0.06","93","","","","","","","","","","","",""
"090402","Medicine Hat","12th St Nw & Division Ave.","50.04893","-110.68116","709","PE,MU,P3,R","NO","3","3","4","1","1","1","1","1","1","2","2","2","2","4","93","","","","","","","","","","","",""
"090402","Medicine Hat","12th St Nw & Division Ave.","50.04893","-110.68116","709","PE,MU,P3,R","NO2","10","13","11","5","5","7","4","4","4","5","7","7","7","6","93","","","","","","","","","","","",""
"090402","Medicine Hat","12th St Nw & Division Ave.","50.04893","-110.68116","709","PE,MU,P3,R","NOX","13","16","15","6","6","7","5","5","6","5","7","7","8","9","93","","","","","","","","","","","",""
"090402","Medicine Hat","12th St Nw & Division Ave.","50.04893","-110.68116","709","PE,MU,P3,R","O3","23","28","33","39","37","35","35","31","25","24","22","24","30","13","94","","","","","","","","","","","",""
"090402","Medicine Hat","12th St Nw & Division Ave.","50.04893","-110.68116","709","PE,MU,P3,R","PM2.5","3","6","5","3","6","5","4","4","3","4","5","6","5","6","99","","","","","","","","","","","",""
"090502","Lethbridge","","49.71621","-112.8006","918","PE,MU,P3,I","CO","0.2","0.23","0.23","0.18","0.16","0.15","0.14","0.18","0.15","0.17","0.17","0.19","0.18","0.08","94","","","","","","","","","","","",""
"090502","Lethbridge","","49.71621","-112.8006","918","PE,MU,P3,I","NO","3","4","3","1","1","1","1","1","1","2","3","3","2","5","93","","","","","","","","","","","",""
"090502","Lethbridge","","49.71621","-112.8006","918","PE,MU,P3,I","NO2","7","10","9","4","5","3","3","3","4","5","6","7","6","6","93","","","","","","","","","","","",""
"090502","Lethbridge","","49.71621","-112.8006","918","PE,MU,P3,I","NOX","10","15","12","5","6","4","3","4","4","7","9","10","7","10","93","","","","","","","","","","","",""
"090502","Lethbridge","","49.71621","-112.8006","918","PE,MU,P3,I","O3","27","26","33","37","35","35","31","27","25","27","26","25","29","11","94","","","","","","","","","","","",""
"090502","Lethbridge","","49.71621","-112.8006","918","PE,MU,P3,I","PM2.5","4","10","7","4","9","4","5","6","3","4","4","5","5","7","97","","","","","","","","","","","",""
"090502","Lethbridge","","49.71621","-112.8006","918","PE,MU,P3,I","SO2","0","0.4","0.1","0","0","0","0","0","0","0.1","0.1","0.1","0.1","0.3","94","","","","","","","","","","","",""
"090601","Fort Saskatchewan","9209a-96 Ave","53.69874","-113.22285","628","T,SU,P3,R","CO","0.23","0.23","0.21","0.15","0.18","0.12","0.15","0.13","0.12","0.17","0.18","0.24","0.18","0.14","95","","","","","","","","","","","",""
"090601","Fort Saskatchewan","9209a-96 Ave","53.69874","-113.22285","628","T,SU,P3,R","NO","11","13","3","1","1","0","1","1","2","2","4","10","4","11","90","","","","","","","","","","","",""
"090601","Fort Saskatchewan","9209a-96 Ave","53.69874","-113.22285","628","T,SU,P3,R","NO2","14","17","11","5","5","4","3","3","4","6","10","16","8","9","90","","","","","","","","","","","",""
"090601","Fort Saskatchewan","9209a-96 Ave","53.69874","-113.22285","628","T,SU,P3,R","NOX","25","30","14","6","6","4","3","4","6","8","14","26","12","19","90","","","","","","","","","","","",""
"090601","Fort Saskatchewan","9209a-96 Ave","53.69874","-113.22285","628","T,SU,P3,R","O3","21","22","33","35","36","28","24","22","20","20","18","14","24","13","95","","","","","","","","","","","",""
"090601","Fort Saskatchewan","9209a-96 Ave","53.69874","-113.22285","628","T,SU,P3,R","PM2.5","10","14","11","6","18","9","5","5","4","6","6","10","9","22","98","","","","","","","","","","","",""
"090601","Fort Saskatchewan","9209a-96 Ave","53.69874","-113.22285","628","T,SU,P3,R","SO2","0.5","0.6","1.1","0.6","0.3","0.2","0.3","0.1","0.3","0.1","0.1","0.3","0.4","1.1","95","","","","","","","","","","","",""
"090602","Fort Saskatchewan","Rge Rd 220 & River Road","53.75236","-113.12589","625","RB,NU,P2,A","NO","7","6","3","1","1","1","1","1","2","2","3","6","3","7","95","","","","","","","","","","","",""
"090602","Fort Saskatchewan","Rge Rd 220 & River Road","53.75236","-113.12589","625","RB,NU,P2,A","NO2","12","12","11","4","5","4","3","3","4","5","9","14","7","8","95","","","","","","","","","","","",""
"090602","Fort Saskatchewan","Rge Rd 220 & River Road","53.75236","-113.12589","625","RB,NU,P2,A","NOX","19","18","13","5","6","5","4","4","6","7","12","20","10","14","95","","","","","","","","","","","",""
"090603","Fort Saskatchewan","100 Ave East Of 109st.","53.71622","-113.19994","620","PE,SU,P3,R","NO","10","8","3","2","1","1","1","1","3","2","4","8","4","10","94","","","","","","","","","","","",""
"090603","Fort Saskatchewan","100 Ave East Of 109st.","53.71622","-113.19994","620","PE,SU,P3,R","NO2","13","14","10","5","5","4","3","2","4","6","9","15","7","9","94","","","","","","","","","","","",""
"090603","Fort Saskatchewan","100 Ave East Of 109st.","53.71622","-113.19994","620","PE,SU,P3,R","NOX","23","22","13","6","6","5","4","3","7","8","13","24","11","18","94","","","","","","","","","","","",""
"090603","Fort Saskatchewan","100 Ave East Of 109st.","53.71622","-113.19994","620","PE,SU,P3,R","SO2","0.5","0.8","0.9","0.5","0.5","0.5","0.7","0.2","0.6","0.2","0.3","0.4","0.5","1.6","95","","","","","","","","","","","",""
"090607","Gibbons","Behind 4807 50 Ave","53.827241","-113.327174","673","PE,SU,P2,R","NO","5","6","2","1","1","1","1","1","2","2","2","6","2","6","95","","","","","","","","","","","",""
"090607","Gibbons","Behind 4807 50 Ave","53.827241","-113.327174","673","PE,SU,P2,R","NO2","11","14","9","5","6","4","3","3","4","6","8","14","7","8","95","","","","","","","","","","","",""
"090607","Gibbons","Behind 4807 50 Ave","53.827241","-113.327174","673","PE,SU,P2,R","NOX","15","20","11","5","7","5","3","4","5","8","10","20","9","13","95","","","","","","","","","","","",""
"090607","Gibbons","Behind 4807 50 Ave","53.827241","-113.327174","673","PE,SU,P2,R","O3","25","25","38","36","35","28","23","20","18","21","20","18","26","13","95","","","","","","","","","","","",""
"090607","Gibbons","Behind 4807 50 Ave","53.827241","-113.327174","673","PE,SU,P2,R","PM2.5","8","11","9","7","19","11","8","7","5","6","7","10","9","25","99","","","","","","","","","","","",""
"090607","Gibbons","Behind 4807 50 Ave","53.827241","-113.327174","673","PE,SU,P2,R","SO2","0.5","1.4","0.6","0.2","0.4","0.1","0.3","0.5","0.4","0.3","0.1","0.8","0.5","1.2","95","","","","","","","","","","","",""
"090608","Redwater","4704-49 Ave","53.95183","-113.105857","627","PE,SU,P2,R","NO","4","5","2","1","1","1","1","0","1","1","2","4","2","5","94","","","","","","","","","","","",""
"090608","Redwater","4704-49 Ave","53.95183","-113.105857","627","PE,SU,P2,R","NO2","8","11","8","4","4","3","2","1","3","3","6","10","5","7","94","","","","","","","","","","","",""
"090608","Redwater","4704-49 Ave","53.95183","-113.105857","627","PE,SU,P2,R","NOX","12","16","10","5","4","3","2","2","4","4","8","14","7","11","94","","","","","","","","","","","",""
"090608","Redwater","4704-49 Ave","53.95183","-113.105857","627","PE,SU,P2,R","O3","28","27","41","39","38","29","24","21","19","21","20","19","27","13","95","","","","","","","","","","","",""
"090608","Redwater","4704-49 Ave","53.95183","-113.105857","627","PE,SU,P2,R","PM2.5","7","9","9","5","16","11","7","6","4","5","5","9","8","12","99","","","","","","","","","","","",""
"090608","Redwater","4704-49 Ave","53.95183","-113.105857","627","PE,SU,P2,R","SO2","0.3","1.1","0.5","0.2","0.6","0.1","0.2","0.3","0.2","0.4","0.2","0.3","0.4","1.6","95","","","","","","","","","","","",""
"090609","Bruderheim","5321 48 Street","53.805629","-112.925851","630","PE,SU,P2,O","NO","3","4","2","0","0","1","0","1","1","1","2","3","1","4","94","","","","","","","","","","","",""
"090609","Bruderheim","5321 48 Street","53.805629","-112.925851","630","PE,SU,P2,O","NO2","10","10","9","3","4","4","2","2","3","5","8","12","6","7","94","","","","","","","","","","","",""
"090609","Bruderheim","5321 48 Street","53.805629","-112.925851","630","PE,SU,P2,O","NOX","13","13","10","3","4","4","3","3","4","6","9","15","7","10","94","","","","","","","","","","","",""
"090609","Bruderheim","5321 48 Street","53.805629","-112.925851","630","PE,SU,P2,O","O3","23","24","34","39","40","32","29","22","18","24","22","21","27","12","94","","","","","","","","","","","",""
"090609","Bruderheim","5321 48 Street","53.805629","-112.925851","630","PE,SU,P2,O","PM2.5","8","10","11","7","13","10","7","6","5","5","6","9","8","10","100","","","","","","","","","","","",""
"090609","Bruderheim","5321 48 Street","53.805629","-112.925851","630","PE,SU,P2,O","SO2","0.9","0.7","1.1","0.8","0.5","0.8","0.5","0.5","0.6","0.7","0.8","1.4","0.8","1.5","95","","","","","","","","","","","",""
"090701","Fort Mcmurray","Franklin Avenue","56.73341","-111.39047","260","PE,MU,P3,W","CO","0.17","0.19","0.19","0.15","0.17","0.15","0.15","0.16","0.16","0.14","0.15","0.2","0.17","0.09","95","","","","","","","","","","","",""
"090701","Fort Mcmurray","Franklin Avenue","56.73341","-111.39047","260","PE,MU,P3,W","NO","5","7","3","1","1","1","1","2","2","3","3","8","3","6","95","","","","","","","","","","","",""
"090701","Fort Mcmurray","Franklin Avenue","56.73341","-111.39047","260","PE,MU,P3,W","NO2","13","14","10","5","5","4","4","4","5","7","9","13","8","7","95","","","","","","","","","","","",""
"090701","Fort Mcmurray","Franklin Avenue","56.73341","-111.39047","260","PE,MU,P3,W","NOX","18","21","13","6","6","5","5","6","7","10","12","21","11","12","95","","","","","","","","","","","",""
"090701","Fort Mcmurray","Franklin Avenue","56.73341","-111.39047","260","PE,MU,P3,W","O3","20","21","30","33","35","28","25","20","18","19","20","13","23","12","95","","","","","","","","","","","",""
"090701","Fort Mcmurray","Franklin Avenue","56.73341","-111.39047","260","PE,MU,P3,W","PM2.5","5","6","6","4","13","8","7","5","4","4","5","6","6","11","97","","","","","","","","","","","",""
"090701","Fort Mcmurray","Franklin Avenue","56.73341","-111.39047","260","PE,MU,P3,W","SO2","0.5","0.8","0.7","0.4","0.7","0.4","0.4","0.7","0.1","0.2","0.5","0.5","0.5","1.6","95","","","","","","","","","","","",""
"090702","Fort Mcmurray","Timberlea Subdivision","56.75139","-111.47662","355","PE,MU,P3,R","NO","4","4","1","1","1","1","1","1","1","1","2","5","2","4","95","","","","","","","","","","","",""
"090702","Fort Mcmurray","Timberlea Subdivision","56.75139","-111.47662","355","PE,MU,P3,R","NO2","10","11","6","4","4","3","3","2","3","4","6","11","5","6","95","","","","","","","","","","","",""
"090702","Fort Mcmurray","Timberlea Subdivision","56.75139","-111.47662","355","PE,MU,P3,R","NOX","14","15","8","5","5","3","4","3","4","5","8","16","7","10","95","","","","","","","","","","","",""
"090702","Fort Mcmurray","Timberlea Subdivision","56.75139","-111.47662","355","PE,MU,P3,R","O3","26","27","39","38","38","28","27","22","21","21","22","18","27","12","95","","","","","","","","","","","",""
"090702","Fort Mcmurray","Timberlea Subdivision","56.75139","-111.47662","355","PE,MU,P3,R","PM2.5","5","5","5","4","15","9","9","5","4","4","5","8","7","13","99","","","","","","","","","","","",""
"090702","Fort Mcmurray","Timberlea Subdivision","56.75139","-111.47662","355","PE,MU,P3,R","SO2","1.1","1.8","0.9","0.5","1","0.7","0.6","0.8","0.2","0.3","0.5","1.4","0.8","1.9","95","","","","","","","","","","","",""
"090801","Fort Mackay","Main Street","57.18941","-111.6405","268","RB,NU,P2,F","NO","9","9","3","2","2","1","2","2","3","4","2","9","4","10","95","","","","","","","","","","","",""
"090801","Fort Mackay","Main Street","57.18941","-111.6405","268","RB,NU,P2,F","NO2","17","16","11","5","6","3","4","3","5","5","9","16","8","9","95","","","","","","","","","","","",""
"090801","Fort Mackay","Main Street","57.18941","-111.6405","268","RB,NU,P2,F","NOX","25","25","14","7","7","5","6","5","7","9","11","25","12","17","95","","","","","","","","","","","",""
"090801","Fort Mackay","Main Street","57.18941","-111.6405","268","RB,NU,P2,F","O3","15","18","26","26","26","21","19","14","14","16","17","9","18","11","95","","","","","","","","","","","",""
"090801","Fort Mackay","Main Street","57.18941","-111.6405","268","RB,NU,P2,F","PM2.5","6","7","7","5","16","14","12","6","6","5","7","9","8","11","100","","","","","","","","","","","",""
"090801","Fort Mackay","Main Street","57.18941","-111.6405","268","RB,NU,P2,F","SO2","1","1.8","1.1","1","1.1","0.3","0.8","0.6","0.4","0.6","0.5","0.7","0.8","2.6","95","","","","","","","","","","","",""
"090802","Fort Mackay","Lower Camp","57.02681","-111.5007","247","PS,NU,P1,I","SO2","1.5","1.7","3.1","2.2","2.1","1.6","2.1","1.7","1.8","2.4","2","2","2","6","95","","","","","","","","","","","",""
"090805","Fort Mackay","Buffalo Viewpoint","56.99647","-111.59295","336","PS,NU,P1,I","NO","5","4","1","1","1","2","2","2","1","2","1","5","2","7","95","","","","","","","","","","","",""
"090805","Fort Mackay","Buffalo Viewpoint","56.99647","-111.59295","336","PS,NU,P1,I","NO2","11","11","6","3","3","3","3","3","3","3","5","9","5","7","95","","","","","","","","","","","",""
"090805","Fort Mackay","Buffalo Viewpoint","56.99647","-111.59295","336","PS,NU,P1,I","NOX","16","15","7","4","5","4","5","5","4","4","6","14","7","12","95","","","","","","","","","","","",""
"090805","Fort Mackay","Buffalo Viewpoint","56.99647","-111.59295","336","PS,NU,P1,I","O3","23","25","38","36","35","27","25","20","20","22","24","19","26","12","95","","","","","","","","","","","",""
"090805","Fort Mackay","Buffalo Viewpoint","56.99647","-111.59295","336","PS,NU,P1,I","PM2.5","5","4","4","4","13","9","8","5","4","3","3","6","6","10","97","","","","","","","","","","","",""
"090805","Fort Mackay","Buffalo Viewpoint","56.99647","-111.59295","336","PS,NU,P1,I","SO2","0.5","0.6","0.8","0.6","1","0.5","1","0.9","0.7","0.4","0.3","0.7","0.7","2.4","95","","","","","","","","","","","",""
"090806","Fort Mackay","","57.1492","-111.6424","342","PS,NU,P1,F","NO","9","15","5","2","2","1","3","2","4","4","3","10","5","14","94","","","","","","","","","","","",""
"090806","Fort Mackay","","57.1492","-111.6424","342","PS,NU,P1,F","NO2","14","15","10","5","5","3","4","3","4","4","8","14","7","8","94","","","","","","","","","","","",""
"090806","Fort Mackay","","57.1492","-111.6424","342","PS,NU,P1,F","NOX","23","29","15","6","7","4","7","5","7","8","11","24","12","20","94","","","","","","","","","","","",""
"090806","Fort Mackay","","57.1492","-111.6424","342","PS,NU,P1,F","O3","16","19","28","29","29","22","21","17","15","17","18","10","20","13","95","","","","","","","","","","","",""
"090806","Fort Mackay","","57.1492","-111.6424","342","PS,NU,P1,F","PM2.5","5","7","6","4","13","11","10","6","5","4","5","6","7","9","100","","","","","","","","","","","",""
"090806","Fort Mackay","","57.1492","-111.6424","342","PS,NU,P1,F","SO2","1.1","1.2","1","0.9","1.1","0.3","0.8","0.4","0.5","0.6","0.5","0.7","0.8","2","95","","","","","","","","","","","",""
"090807","Wapasu","Located Oustide Approval Boundaries At Pti Camp","57.26176","-111.037","429","RB,NU,P1,F","NO","1","1","1","1","0","1","1","1","1","1","1","1","1","1","91","","","","","","","","","","","",""
"090807","Wapasu","Located Oustide Approval Boundaries At Pti Camp","57.26176","-111.037","429","RB,NU,P1,F","NO2","4","4","4","2","2","1","1","2","2","3","4","5","3","4","91","","","","","","","","","","","",""
"090807","Wapasu","Located Oustide Approval Boundaries At Pti Camp","57.26176","-111.037","429","RB,NU,P1,F","NOX","4","5","4","2","2","2","2","3","3","4","4","6","3","4","91","","","","","","","","","","","",""
"090807","Wapasu","Located Oustide Approval Boundaries At Pti Camp","57.26176","-111.037","429","RB,NU,P1,F","O3","30","32","39","36","36","28","26","19","20","21","25","24","28","11","95","","","","","","","","","","","",""
"090807","Wapasu","Located Oustide Approval Boundaries At Pti Camp","57.26176","-111.037","429","RB,NU,P1,F","PM2.5","3","5","4","3","9","8","8","4","2","3","4","5","5","8","98","","","","","","","","","","","",""
"090807","Wapasu","Located Oustide Approval Boundaries At Pti Camp","57.26176","-111.037","429","RB,NU,P1,F","SO2","0.8","1.3","0.9","0.4","0.5","0.3","0.7","0.6","0.4","0.5","1","1.2","0.7","1.8","95","","","","","","","","","","","",""
"090808","Conklin","1-33-076-08 W4","55.621408","-111.17269","673","RB,NU,P1,I","NO","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95","","","","","","","","","","","",""
"090808","Conklin","1-33-076-08 W4","55.621408","-111.17269","673","RB,NU,P1,I","NO2","2","3","1","1","1","1","1","1","1","1","2","3","1","1","95","","","","","","","","","","","",""
"090808","Conklin","1-33-076-08 W4","55.621408","-111.17269","673","RB,NU,P1,I","NOX","2","3","2","1","1","1","1","1","1","1","2","3","2","1","95","","","","","","","","","","","",""
"090808","Conklin","1-33-076-08 W4","55.621408","-111.17269","673","RB,NU,P1,I","O3","31","34","45","42","43","31","29","24","22","25","27","28","32","10","95","","","","","","","","","","","",""
"090808","Conklin","1-33-076-08 W4","55.621408","-111.17269","673","RB,NU,P1,I","PM2.5","3","4","3","3","9","10","7","5","4","4","5","6","5","7","99","","","","","","","","","","","",""
"090808","Conklin","1-33-076-08 W4","55.621408","-111.17269","673","RB,NU,P1,I","SO2","0.4","1","0.5","0.2","0.3","0.1","0","0.1","0.3","0.3","0.4","0.5","0.3","0.7","95","","","","","","","","","","","",""
"091101","Elk Island","National Park","53.68238","-112.86812","714","RB,NU,P1,W","NO","1","1","1","0","0","0","0","0","0","0","1","1","1","2","94","","","","","","","","","","","",""
"091101","Elk Island","National Park","53.68238","-112.86812","714","RB,NU,P1,W","NO2","6","6","5","2","2","2","2","2","2","3","5","7","3","4","94","","","","","","","","","","","",""
"091101","Elk Island","National Park","53.68238","-112.86812","714","RB,NU,P1,W","NOX","7","7","6","2","2","3","2","2","2","3","5","7","4","6","94","","","","","","","","","","","",""
"091101","Elk Island","National Park","53.68238","-112.86812","714","RB,NU,P1,W","O3","28","31","40","40","42","29","25","21","20","23","23","23","29","12","95","","","","","","","","","","","",""
"091101","Elk Island","National Park","53.68238","-112.86812","714","RB,NU,P1,W","PM2.5","7","9","9","5","13","6","3","4","3","4","5","7","6","13","99","","","","","","","","","","","",""
"091101","Elk Island","National Park","53.68238","-112.86812","714","RB,NU,P1,W","SO2","0.5","0.9","0.8","0.3","0.2","0.4","0.2","0.2","0.2","0.2","0.4","0.9","0.4","1.2","95","","","","","","","","","","","",""
"091301","Tomahawk","Se 2 51 6 W5","53.37255","-114.76835","789","RB,NU,P1,A","NO","1","3","1","0","0","0","0","0","1","1","1","1","1","2","95","","","","","","","","","","","",""
"091301","Tomahawk","Se 2 51 6 W5","53.37255","-114.76835","789","RB,NU,P1,A","NO2","6","9","5","2","2","2","2","2","3","4","4","7","4","4","95","","","","","","","","","","","",""
"091301","Tomahawk","Se 2 51 6 W5","53.37255","-114.76835","789","RB,NU,P1,A","NOX","7","11","6","2","3","2","3","3","3","4","5","8","5","5","95","","","","","","","","","","","",""
"091301","Tomahawk","Se 2 51 6 W5","53.37255","-114.76835","789","RB,NU,P1,A","O3","26","28","41","40","39","30","24","21","20","25","21","21","28","12","95","","","","","","","","","","","",""
"091301","Tomahawk","Se 2 51 6 W5","53.37255","-114.76835","789","RB,NU,P1,A","PM2.5","7","8","6","3","12","4","3","3","3","4","5","5","5","9","100","","","","","","","","","","","",""
"091301","Tomahawk","Se 2 51 6 W5","53.37255","-114.76835","789","RB,NU,P1,A","SO2","0.2","0.6","0.2","0.1","0.2","0.1","0.2","0.1","0.1","0.1","0.1","0.2","0.2","0.7","95","","","","","","","","","","","",""
"091401","Violet Grove","Se 17 48 08 W5","53.14222","-115.13806","1000","RB,NU,P1,A","NO","1","2","1","0","0","0","0","0","0","0","1","1","1","1","95","","","","","","","","","","","",""
"091401","Violet Grove","Se 17 48 08 W5","53.14222","-115.13806","1000","RB,NU,P1,A","NO2","7","8","5","3","3","2","3","3","3","4","5","7","4","3","95","","","","","","","","","","","",""
"091401","Violet Grove","Se 17 48 08 W5","53.14222","-115.13806","1000","RB,NU,P1,A","NOX","8","10","5","3","3","3","4","3","3","4","5","8","5","4","95","","","","","","","","","","","",""
"091401","Violet Grove","Se 17 48 08 W5","53.14222","-115.13806","1000","RB,NU,P1,A","O3","28","28","42","40","38","28","25","19","19","27","24","24","28","12","94","","","","","","","","","","","",""
"091401","Violet Grove","Se 17 48 08 W5","53.14222","-115.13806","1000","RB,NU,P1,A","SO2","0.3","0.7","0.5","0.2","0.3","0.1","0.1","0.1","0.1","0.2","0.2","0.5","0.3","0.7","95","","","","","","","","","","","",""
"091501","Beaverlodge","Beaverlodge Research Farm","55.19634","-119.39682","762","RB,SU,P2,A","NO","2","4","2","0","0","0","0","0","1","1","2","2","1","4","95","","","","","","","","","","","",""
"091501","Beaverlodge","Beaverlodge Research Farm","55.19634","-119.39682","762","RB,SU,P2,A","NO2","8","10","6","2","2","2","2","3","2","3","7","8","5","6","95","","","","","","","","","","","",""
"091501","Beaverlodge","Beaverlodge Research Farm","55.19634","-119.39682","762","RB,SU,P2,A","NOX","10","14","7","2","3","3","3","3","3","4","8","10","6","9","95","","","","","","","","","","","",""
"091501","Beaverlodge","Beaverlodge Research Farm","55.19634","-119.39682","762","RB,SU,P2,A","O3","26","27","40","40","38","26","23","20","20","22","24","24","28","12","95","","","","","","","","","","","",""
"091501","Beaverlodge","Beaverlodge Research Farm","55.19634","-119.39682","762","RB,SU,P2,A","PM2.5","4","5","5","3","19","5","6","5","4","4","6","5","6","22","99","","","","","","","","","","","",""
"091501","Beaverlodge","Beaverlodge Research Farm","55.19634","-119.39682","762","RB,SU,P2,A","SO2","0.4","1","0.6","0.1","0.2","0.1","0.1","0.1","0.2","0.2","1","0.7","0.4","1.1","95","","","","","","","","","","","",""
"091601","Carrot Creek","Se 31 53 13 W5","53.621062","-115.869155","800","RB,NU,P1,A","NO","2","3","1","0","0","0","0","1","0","1","1","2","1","3","95","","","","","","","","","","","",""
"091601","Carrot Creek","Se 31 53 13 W5","53.621062","-115.869155","800","RB,NU,P1,A","NO2","7","10","7","3","3","2","2","2","2","4","5","9","5","5","95","","","","","","","","","","","",""
"091601","Carrot Creek","Se 31 53 13 W5","53.621062","-115.869155","800","RB,NU,P1,A","NOX","9","13","7","3","3","2","2","3","3","4","7","12","6","7","95","","","","","","","","","","","",""
"091601","Carrot Creek","Se 31 53 13 W5","53.621062","-115.869155","800","RB,NU,P1,A","O3","26","24","34","38","34","26","23","20","21","25","23","21","26","13","95","","","","","","","","","","","",""
"091601","Carrot Creek","Se 31 53 13 W5","53.621062","-115.869155","800","RB,NU,P1,A","SO2","0.1","0.3","0.1","0","0","0","0","0","0","0.1","0","0.2","0.1","0.3","95","","","","","","","","","","","",""
"091701","Steeper","Ne 12 48 22 W5","53.1325","-117.09111","1400","RB,NU,P1,F","CO","0.13","0.13","0.13","0.13","0.19","0.18","0.19","0.21","0.17","0.13","0.11","0.12","0.15","0.09","94","","","","","","","","","","","",""
"091701","Steeper","Ne 12 48 22 W5","53.1325","-117.09111","1400","RB,NU,P1,F","NO","0","0","0","0","0","0","0","0","0","0","0","0","0","2","94","","","","","","","","","","","",""
"091701","Steeper","Ne 12 48 22 W5","53.1325","-117.09111","1400","RB,NU,P1,F","NO2","3","4","3","1","1","1","1","1","1","3","3","3","2","2","94","","","","","","","","","","","",""
"091701","Steeper","Ne 12 48 22 W5","53.1325","-117.09111","1400","RB,NU,P1,F","NOX","3","5","3","1","2","1","1","2","1","3","3","3","2","3","94","","","","","","","","","","","",""
"091701","Steeper","Ne 12 48 22 W5","53.1325","-117.09111","1400","RB,NU,P1,F","O3","33","35","45","47","41","31","27","24","24","32","36","38","34","12","94","","","","","","","","","","","",""
